1000 100000
364 853 355025
210 547 322791
472 917 489965
792 993 318048
562 579 849852
180 430 995286
225 717 240767
397 463 992280
176 371 833916
115 809 554154
44 644 365663
110 865 376805
933 994 977088
189 509 148379
710 915 991664
106 184 56272
213 215 39866
327 452 641360
86 515 485837
781 947 273494
157 244 21937
234 788 740809
165 346 261192
417 530 206887
2 683 715060
179 300 433399
899 915 593758
274 544 714057
323 507 289483
683 839 271856
41 128 363318
492 836 580808
667 938 116172
338 565 976734
852 875 187740
80 283 889155
410 441 766942
71 421 189280
253 648 259600
250 950 418530
249 596 966863
521 938 970806
31 748 455009
578 822 792081
119 179 69202
358 824 426939
444 938 732419
337 887 474501
290 332 781902
168 950 201933
191 877 791765
773 859 895780
22 679 913271
206 619 584804
402 967 1587
13 385 117004
23 241 6157
419 667 77417
132 793 636012
411 604 847546
53 719 563218
20 578 378760
351 384 1582
461 895 342687
817 855 750089
127 915 539693
64 100 284775
28 535 946078
684 765 654715
514 964 783456
40 604 723621
85 107 719612
349 564 222287
21 764 497361
15 537 354206
71 796 810169
90 563 723373
731 855 590709
371 530 209990
158 186 562428
318 714 398686
310 976 454844
87 535 751459
11 767 667919
82 986 496595
346 822 451772
7 706 357156
217 786 255123
364 526 235693
24 882 509498
301 458 675653
264 270 901323
86 514 42682
104 150 257314
676 944 93514
561 565 78403
330 857 751662
443 988 338140
616 904 445275
335 598 698312
320 620 287846
146 378 918163
222 827 942238
637 841 802869
73 252 914981
96 984 671424
525 782 599534
402 576 387232
402 508 605188
191 444 500282
504 566 592933
583 916 574872
112 388 996674
443 730 332852
258 584 886343
26 243 147370
31 657 392189
406 853 389142
452 539 695420
186 235 381975
131 545 657147
485 508 217361
140 784 264683
743 941 691986
624 773 822231
590 764 888148
580 799 62314
91 386 441603
415 424 822195
136 311 758853
279 315 473311
212 954 478620
29 921 778953
74 85 750
369 468 421365
179 209 908416
13 361 796787
271 302 190362
283 834 4055
106 681 978961
395 733 660627
539 590 493590
162 213 16136
112 466 442501
342 397 985997
231 733 344760
450 547 208812
329 950 676833
345 649 749593
440 990 612350
150 378 925405
815 830 674042
679 872 193902
409 551 313551
504 708 299262
751 935 766223
358 417 308788
172 832 20734
203 688 587962
643 805 267001
337 688 696611
180 983 620757
278 290 507902
623 832 571452
536 746 637097
198 422 222625
193 792 416999
162 846 737667
795 804 251658
3 856 313528
643 854 572494
14 694 519594
795 912 303612
202 283 858592
256 530 416404
564 819 751034
665 949 341178
157 781 711753
112 799 229466
827 972 869766
136 839 70541
122 355 860666
401 721 362195
355 839 740231
340 461 579983
422 518 762909
433 909 485385
245 830 934683
116 382 180254
295 914 551728
707 992 495418
399 787 261681
247 500 518725
607 679 85336
451 963 705798
522 879 977472
361 911 232841
598 957 26490
511 530 139022
86 139 151703
76 296 110266
60 598 838650
900 932 890851
112 164 724241
250 777 735218
536 687 575378
65 894 437613
754 945 600098
423 793 430980
956 973 746823
375 821 927760
326 637 267382
50 552 605147
823 937 61112
617 654 548360
31 373 858329
358 595 316072
455 591 5898
129 485 600169
330 566 440511
11 217 248430
566 817 774037
159 355 46491
574 800 767037
636 740 759474
305 378 939000
167 300 969356
316 499 855501
189 774 217581
747 937 413903
99 109 830594
153 664 912102
370 499 900936
462 600 906852
339 783 29417
160 931 559628
295 475 55839
206 970 768701
859 959 582289
66 399 506912
61 549 337256
193 874 656932
149 745 692876
337 422 753990
175 672 91215
276 592 749328
398 688 7196
492 943 601992
562 640 524409
127 917 514365
306 449 83797
743 829 48708
508 725 804117
429 498 193746
136 654 281106
564 628 614813
63 97 843572
56 856 727055
377 540 830747
565 672 595546
15 307 455255
372 983 257473
292 877 933583
602 910 149876
510 664 239816
7 412 100321
556 995 56642
18 599 884658
778 870 852422
142 678 373989
477 633 297231
94 253 581242
604 900 638821
775 821 255977
177 327 857909
72 654 28721
83 206 412847
458 551 194552
427 475 610275
125 371 258369
48 341 275632
546 739 81432
560 733 3020
271 891 505157
40 65 868889
33 893 421623
61 638 891206
151 185 397018
877 906 821807
289 506 983625
590 847 919098
90 630 977139
263 806 569366
6 296 303962
698 709 74837
752 947 118104
278 942 877439
127 769 87789
420 486 578599
318 648 476050
153 672 770446
142 883 170028
47 216 696555
196 676 907529
128 565 256280
925 994 95817
599 976 26597
428 919 156445
135 456 967979
418 728 638845
307 665 190615
752 787 271736
581 776 326326
9 102 838807
31 992 467948
115 136 488836
152 457 763959
19 811 16390
507 849 67466
70 633 334989
979 999 632575
306 464 676476
637 772 90825
599 676 34055
204 861 585805
521 868 403526
66 494 29135
15 695 462536
158 564 498863
240 505 942722
211 724 923748
262 705 507505
962 970 366086
73 827 939470
499 904 791534
491 738 990140
409 701 492191
487 565 242765
771 849 580733
555 891 933259
105 211 603573
146 439 990299
359 644 650275
342 849 580943
448 779 114902
343 923 441812
364 465 862796
501 533 571835
108 211 638008
176 802 520770
443 492 864403
602 888 596017
213 816 563331
585 713 235200
153 440 283855
434 492 644628
194 882 783110
412 764 756246
186 690 876983
805 966 226999
82 481 528831
288 357 99992
691 844 88044
579 760 85852
769 772 645947
1 53 702927
496 637 840066
645 929 919098
286 825 894885
368 804 754568
437 552 748754
676 801 949425
147 531 864046
923 987 220049
811 951 343812
454 468 730704
285 535 240120
359 803 668272
435 633 443352
192 952 777866
134 220 402
37 119 959536
109 172 505061
481 820 972617
452 468 726354
533 996 471678
426 904 343184
374 978 325760
655 850 830490
441 667 387443
154 350 782986
94 162 691883
830 992 39022
172 601 689035
444 597 270773
58 230 767064
93 712 846138
431 534 307891
27 236 146295
166 770 95753
604 851 430224
347 911 988466
26 976 164670
39 214 8079
708 777 409336
50 495 573452
618 909 293848
255 492 687623
204 554 335048
163 802 516410
134 919 617673
187 762 694142
236 353 127345
13 561 894
102 766 704930
552 616 570461
165 678 474167
210 544 125613
256 999 583076
386 463 983761
26 304 261310
852 912 546100
342 991 652187
20 154 126927
594 645 193695
272 609 619800
371 991 350363
406 619 401209
227 661 101202
322 546 117544
520 908 963198
716 725 547850
489 661 579697
721 888 807879
198 313 330182
21 713 33929
159 732 373284
181 576 558468
321 506 428895
71 141 953291
45 542 747463
206 414 344033
127 810 33551
80 126 774870
105 248 515536
191 651 870001
260 970 286883
149 426 745607
160 735 71505
154 392 959885
106 413 478752
148 924 575609
701 969 540905
691 955 720386
406 811 782566
706 884 855535
371 557 564126
270 541 842133
325 423 388682
188 645 935158
334 621 578327
47 613 812278
423 726 754411
420 815 113573
33 320 285327
94 827 78062
471 905 403110
228 323 640309
220 647 856041
137 851 126552
123 187 813281
864 951 846062
61 687 79576
362 614 185867
388 669 654512
415 780 512473
548 987 692258
624 850 490375
52 476 9049
144 938 532462
36 910 631601
717 935 905419
65 628 76310
793 982 649422
441 809 624636
484 676 467848
301 495 933318
290 704 327449
494 817 775847
249 529 448580
463 973 92524
519 879 997807
31 745 864472
187 515 3639
266 618 609933
321 968 348208
432 509 505551
388 786 406469
531 798 775113
323 426 644105
302 639 243236
438 929 870951
50 701 540475
47 598 844398
572 880 357326
666 958 440435
80 548 455161
107 319 766135
67 759 518253
39 136 770921
367 652 880120
456 700 860184
427 645 13782
600 860 204144
646 909 309830
327 924 604921
277 382 240454
315 428 787202
172 648 783925
600 871 725967
70 196 554068
134 631 23167
384 975 762193
197 310 139554
446 842 216138
437 494 533753
281 927 432844
352 449 839987
284 860 821557
53 195 854522
490 851 269097
390 802 759845
69 642 902381
192 420 5006
443 891 698199
556 855 58639
49 915 384064
56 153 6519
439 471 530800
321 579 919512
446 565 566988
74 990 89924
336 516 474306
212 987 418765
676 924 11347
368 957 846947
37 515 254152
255 540 461345
165 453 158799
330 553 930395
14 175 206677
224 342 646607
614 830 636181
311 890 849689
10 538 507202
625 870 816066
370 492 131708
259 709 424674
94 151 788622
612 707 375955
587 835 19884
49 200 338497
638 647 460
63 848 332133
688 872 678906
133 331 520335
611 777 652569
279 547 237483
193 212 436286
572 607 912003
186 456 306088
399 884 156240
11 707 195
483 563 391290
141 224 208533
159 904 634264
802 927 480048
735 830 998923
503 817 137791
494 986 441811
262 635 644049
211 863 689374
656 721 680404
766 810 701416
148 382 581956
222 239 80415
117 604 109847
358 848 703125
203 256 98807
180 185 431950
172 218 7809
11 101 97286
22 629 230486
444 523 359556
316 809 758555
114 250 44258
215 826 153305
250 366 983492
256 271 789921
216 700 445226
422 494 159817
41 475 435995
353 565 998120
762 763 59266
32 815 949294
769 883 941381
153 296 837918
76 945 421495
407 932 712315
372 525 17955
164 212 782775
114 548 765719
27 75 68095
638 720 747403
589 718 180442
96 741 611556
14 523 936364
37 420 945833
280 557 102277
89 651 206668
81 923 550857
414 432 716006
585 806 404884
322 887 340706
575 934 226334
33 444 222799
477 889 534520
128 874 48726
460 733 710746
138 222 320650
233 712 23832
11 285 122114
25 273 836038
477 551 490717
360 512 912714
351 918 751150
630 765 199022
70 655 97747
392 600 117904
123 172 893855
636 825 977292
615 892 442665
333 618 566022
228 288 75830
91 542 748694
4 233 534647
411 706 317287
8 621 920157
163 719 412145
353 371 896288
805 907 316708
96 813 952603
177 944 512816
102 309 547880
648 771 457528
276 692 726751
135 947 518125
373 610 42940
23 432 679699
554 989 603865
680 758 411902
128 667 354688
359 952 638357
236 515 826008
552 608 872309
213 966 490740
171 587 139909
765 767 169861
633 716 808479
855 903 133706
711 917 546614
486 841 700091
38 214 780371
214 465 364439
261 281 764410
46 727 903494
309 756 480038
643 794 602712
948 949 39427
14 360 303267
221 311 43127
218 296 287997
66 194 952075
332 826 66407
183 853 18722
335 574 647096
30 887 431489
367 991 883590
732 926 404243
518 745 276729
401 568 928317
330 621 640873
230 548 288920
93 600 417543
307 632 653034
639 850 806423
247 331 92473
123 571 813298
170 328 892232
842 973 670312
382 696 586046
896 949 920256
637 867 483073
789 907 567312
679 958 260535
234 520 289516
282 967 714691
215 340 934160
505 599 324896
92 367 61803
227 907 972235
70 863 958930
210 815 694764
464 802 846819
181 628 978351
71 505 541929
55 478 170480
33 653 486422
515 543 926518
380 808 869792
23 674 533047
176 781 180719
77 392 990114
119 346 870226
147 786 405771
572 659 56589
716 990 123087
27 209 831908
442 896 905856
709 813 322705
465 954 725778
686 958 36391
96 521 274467
543 815 799857
311 430 523956
422 842 852224
663 987 588704
176 527 619556
145 195 263934
29 918 306337
36 946 976806
705 764 211060
406 716 260370
101 109 999654
204 941 782443
138 379 377274
467 634 48749
752 914 237645
433 805 514737
500 900 582316
624 782 491117
512 705 865372
747 788 728900
199 650 234882
323 991 872578
160 426 23054
231 755 442258
77 542 824107
370 752 81891
206 921 866608
263 830 521880
117 600 826373
244 439 353067
590 755 904744
346 447 404233
609 919 780860
796 871 443494
21 870 924411
62 868 103850
383 809 247235
236 317 258644
145 402 568811
518 999 896664
265 991 105047
4 176 308754
129 558 74728
940 941 770
645 810 461496
291 982 800509
194 555 207710
468 547 848195
8 449 723542
503 999 209717
508 681 884597
118 230 269861
119 408 860594
564 664 271007
315 536 36591
66 941 34782
48 896 373466
224 767 475380
411 628 343624
192 648 425778
83 801 977549
452 868 981138
377 714 480355
47 271 463248
5 810 277716
250 850 79625
497 771 133468
539 931 769817
531 663 604421
644 763 303967
203 986 426339
779 986 636134
212 317 317390
728 734 173034
719 783 377139
17 880 610601
183 473 715175
13 277 29338
59 814 682878
44 876 949440
57 104 990469
530 778 392744
230 361 856418
183 779 99361
630 818 884990
282 577 962585
488 709 170795
115 664 543649
267 882 305307
273 392 940776
463 546 700619
606 767 330186
107 485 501696
481 482 148024
557 955 460402
188 605 363187
423 886 169708
17 471 354623
726 951 331293
259 543 112687
292 411 843434
69 660 177654
465 774 104215
129 673 224995
524 724 474482
221 601 975581
382 964 682463
103 170 865310
232 382 211016
406 559 113734
594 845 142283
197 733 503455
55 395 518257
853 867 139300
844 897 995230
15 789 335560
94 214 102743
95 290 530413
381 856 444068
383 787 183175
546 806 481684
52 668 390915
473 498 225140
183 521 424509
753 963 240360
118 464 395752
189 573 183286
616 869 715063
38 569 908529
151 511 775838
418 942 763883
70 92 545955
697 868 43398
254 940 793177
315 626 339822
618 993 750634
600 674 36374
321 424 266353
2 824 419022
364 524 222968
240 614 312624
525 757 24873
738 776 387042
893 972 359093
481 843 266834
677 934 848892
444 588 323384
31 216 482987
17 424 81730
150 432 52810
624 834 510900
62 231 923030
180 877 357825
496 623 785324
190 832 768522
452 744 723188
246 316 761143
78 578 557731
137 268 166194
812 838 822170
98 915 684704
29 429 353474
271 425 998628
383 535 529447
440 775 545819
267 309 405177
716 739 62270
24 443 437522
109 411 548812
702 890 778520
396 726 704561
272 543 102835
618 750 439317
135 333 847077
89 244 646998
361 588 825260
41 594 744463
702 754 596858
209 703 369896
143 613 683773
164 243 744713
321 866 428058
132 716 839656
315 844 628813
349 755 906041
155 799 762547
31 548 134107
301 952 819208
139 272 298714
237 359 360813
744 882 114989
78 387 478312
297 518 790181
362 435 806656
141 218 710871
67 377 616199
237 941 116475
4 824 25557
705 966 908824
2 534 75234
98 856 454294
77 394 99627
241 244 427445
79 424 825261
523 716 560277
253 298 432219
403 977 213355
88 934 831488
193 742 867391
179 786 587869
310 757 712340
181 916 871906
450 493 63222
538 607 223261
372 790 751888
437 591 548699
96 774 303091
307 405 761491
117 164 836918
16 906 301352
399 437 814294
828 936 891258
396 551 536325
93 967 328131
873 942 355513
379 753 942873
558 774 754866
126 771 396651
28 748 98552
67 709 564608
229 939 380131
651 802 872975
539 878 187970
768 896 207569
561 665 278092
60 831 754274
626 796 293537
106 990 294514
21 456 473780
112 933 105274
143 580 662749
220 538 163863
59 660 616958
358 424 918310
149 286 567091
93 194 439
454 565 920925
257 570 430093
32 476 958200
459 480 889596
442 465 990598
12 534 789935
10 465 22032
292 737 536573
773 982 744029
600 965 527783
37 741 234892
214 769 792886
371 669 21028
41 927 41555
53 552 663152
312 400 301815
3 281 347549
664 998 725924
343 830 792988
448 471 944402
241 413 620432
221 484 563281
524 748 836069
284 776 75814
558 979 6680
97 393 735530
122 362 191336
38 437 526673
46 236 714818
326 778 212505
167 445 967229
87 724 708544
423 691 781397
400 881 488558
214 298 148750
150 291 440639
339 476 202074
319 441 201055
73 585 848882
45 354 815877
298 598 878250
94 288 267533
583 754 413042
408 870 318640
406 832 951072
286 946 781029
337 583 395173
544 913 623984
599 970 735024
75 302 556170
267 288 930467
495 673 106116
119 949 624211
774 906 594588
152 411 353202
104 309 141129
29 629 855866
137 627 366792
298 525 390287
93 864 14746
654 830 678878
2 682 40672
458 491 702708
308 408 831211
447 468 314311
432 705 195963
434 991 312960
820 838 600055
120 630 596129
328 779 878814
37 127 567110
598 820 60195
793 887 772557
243 262 505072
374 532 494183
581 840 960234
604 661 823670
362 998 568529
210 272 319881
326 966 894738
805 991 70684
368 797 884357
56 975 718027
788 959 682403
377 993 633174
259 536 448807
587 752 645888
518 824 468070
400 491 18565
766 841 384766
